X,Y,Location_notes,Encounter_type,Date_of_observation,Comments,Review_status
-79.71014106,43.40702196,2132 Rebecca St,Encounter,7/13/2015,,Complete
-79.73074298,43.37689738,Spruce Park at Burloak,Encounter,7/14/2015,,Complete
-79.72279582,43.4117795,2201 Speers Rd,Encounter,7/16/2015,,Complete
-79.71489921,43.44074069,1056 Runnymead Cr,Encounter,5/20/2015,,Complete
-79.70420517,43.40753468,2032 Hixon St,Encounter,7/17/2015,,Complete
-79.70673295,43.41015653,Rebecca St and Third Line,Encounter,7/17/2015,,Complete
-79.71290402,43.41536783,Bridge Rd and Rebecca St,Encounter,7/17/2015,,Complete
-79.7216914,43.40618945,Underwood Cr and Bridge Rd,Encounter,7/16/2015,,Complete
-79.6836972,43.47195571,Falgarwood and Eighth Line,Encounter,7/19/2015,,Complete
-79.69627531,43.41539458,Woodside and Sedgewick Dr,Encounter,7/18/2015,,Complete
-79.7129238,43.39734323,Jones and Belya,Encounter,8/21/2015,,Complete
-79.69935505,43.40887543,152 Talbot Dr,Encounter,8/21/2015,,Complete
-79.69191579,43.41110077,Lakshore Rd and Coronation Park,Encounter,8/21/2015,,Complete
-79.69563206,43.40794036,Trenton Rd,Encounter,8/21/2015,,Complete
-79.6995105,43.4090026,158 Talbot Dr,Encounter,8/21/2015,,Complete
-79.71343132,43.40984933,397 Sandlewood Rd,Encounter,8/22/2015,,Complete
-79.71250552,43.40658976,Stanfield and Sawyer,Encounter,8/22/2015,,Complete
-79.71316423,43.40437834,Rebecca and Sunset,Encounter,8/22/2015,,Complete
-79.69516052,43.41670962,1239 Sedgewick Cr,Encounter,8/23/2015,,Complete
-79.70020291,43.41943724,Brook Valley Park,Encounter,8/24/2015,,Complete
-79.69240841,43.41644774,173 Tweedsdale Cr,Encounter,8/24/2015,,Complete
-79.69656843,43.40299518,2010 Water's Edge Dr,Encounter,8/25/2015,,Complete
-79.69703474,43.41334783,Woodhaven and Hixon,Encounter,8/25/2015,,Complete
-79.71428019,43.39811865,Jones and Hixon,Encounter,8/26/2015,,Complete
-79.71266266,43.41537506,Bridge Rd and Third Line,Encounter,8/28/2015,,Complete
-79.69770468,43.45501281,Regency Court,Encounter,8/28/2015,,Complete
-79.692844,43.41773238,207 Tweedsdale,Encounter,8/28/2015,,Complete
-79.66477765,43.49354067,Kingsway Dr and Ford Dr,Encounter,8/28/2015,,Complete
-79.66637182,43.4956077,Kingsford Garden Park,Encounter,8/28/2015,,Complete
-79.66688968,43.49569784,Kingsford Garden Park,Encounter,8/28/2015,,Complete
-79.68768001,43.42183975,Tilford Rd,Encounter,8/29/2015,,Complete
-79.70357516,43.42167648,Warminster,Encounter,8/29/2015,,Complete
-79.68603903,43.41914878,1116 Westdale Rd,Encounter,8/30/2015,,Complete
-79.63105444,43.47762744,Chancery Lane E,Encounter,8/30/2015,,Complete
-79.74549488,43.44481426,Bloom Field and West Oak Trails Blvd,Encounter,8/31/2015,,Complete
-79.73494583,43.43923705,Pilgrim's Way and Bishops Gate,Encounter,8/31/2015,,Complete
-79.6877225,43.42201757,Upper Middle and Third Line,Encounter,8/31/2015,,Complete
-79.68615244,43.42037986,Wilder Park,Encounter,9/1/2015,,Complete
-79.69928916,43.42111423,1203 Wynchgate Street,Encounter,10/10/2015,,Complete
-79.69869092,43.42221978,1180 Summerlea St.,Encounter,10/7/2015,,Complete
-79.7068297,43.42064177,Bridge and Valley,Encounter,10/7/2015,,Complete
-79.69918343,43.42175742,1199 Sumerlea St/,Encounter,10/7/2015,,Complete
-79.7094059,43.42094532,541 Valley Drive,Encounter,10/6/2015,,Complete
-79.64396287,43.48817253,"Claremont Crescent, Aspen Forest Park",Encounter,10/6/2015,,Complete
-79.69568464,43.41520201,Sedgewick Forest Park,Encounter,7/19/2015,,Complete
-79.71851332,43.45630776,East Bank Trail,Encounter,7/21/2015,,Complete
-79.71111401,43.41528485,466 Samford Place,Encounter,7/23/2015,,Complete
-79.70944126,43.40224937,Hixon and Donovan Bailey Trail,Encounter,7/25/2015,,Complete
-79.72155535,43.37437174,Stevenson Rd and Lakeshore,Encounter,7/26/2015,,Complete
-79.71638641,43.39578417,Bronte Rd and Hixon,Encounter,7/26/2015,,Complete
-79.71473857,43.39838212,219 Jones St,Encounter,5/20/2015,,Complete
-79.69484172,43.41472063,Sedgewick Forest Park,Encounter,7/28/2015,,Complete
-79.71944899,43.40913338,Bridge Rd and Sunset,Encounter,7/31/2015,,Complete
-79.71482895,43.40837624,Stanfield Dr,Encounter,7/31/2015,,Complete
-79.70505777,43.40498251,Sabel St,Encounter,8/4/2015,,Complete
-79.71138297,43.40965295,Salisbury Dr,Encounter,8/1/2015,,Complete
-79.70896714,43.41100011,350 Tennyson,Encounter,7/31/2015,,Complete
-79.69730755,43.4103054,138 Viewbank Cres,Encounter,8/2/2015,,Complete
-79.70753071,43.40677141,Sabel Street,Encounter,8/4/2015,,Complete
-79.70645715,43.40546296,Hixon east of school,Encounter,8/5/2015,,Complete
-79.70405261,43.39731215,East Street at Bronte Harbour,Encounter,8/6/2015,,Complete
-79.67229898,43.47216367,Royal Windsor Dr and QEW,Encounter,8/7/2015,,Complete
-79.69996616,43.41208292,Woodhaven Park,Encounter,8/8/2015,,Complete
-79.71142887,43.40968687,372 Salisbury Dr,Encounter,8/9/2015,,Complete
-79.69621776,43.40916407,Warland Dr and Westminster,Encounter,8/9/2015,,Complete
-79.70895537,43.41084734,350 Tennyson Dr,Encounter,8/9/2015,,Complete
-79.71419309,43.41333037,Seaton Dr,Encounter,8/10/2015,,Complete
-79.697119,43.40456669,Sir John Colbourne Recreation Centre,Encounter,8/10/2015,,Complete
-79.69804503,43.40910318,222 Walby,Encounter,8/10/2015,,Complete
-79.70619187,43.41061861,Third Line and Rebecca,Encounter,8/10/2015,,Complete
-79.70012394,43.40948219,Talbot and Shamrock,Encounter,8/11/2015,,Complete
-79.69973531,43.41031138,139 Walby,Encounter,8/11/2015,,Complete
-79.70441704,43.41072076,Willowdown Dr,Encounter,8/12/2015,,Complete
-79.69705553,43.41048921,138 Viewbank Dr,Encounter,8/12/2015,,Complete
-79.65576951,43.49163473,Ford Dr,Encounter,8/12/2015,,Complete
-79.70458062,43.40331205,Solingate Dr,Encounter,8/12/2015,,Complete
-79.71159798,43.45898551,Sunningdale Public School,Encounter,8/13/2015,,Complete
-79.70334375,43.41159263,1454 Willowdown Rd,Encounter,8/13/2015,,Complete
-79.7041405,43.41040228,Willowdown Rd,Encounter,8/13/2015,,Complete
-79.70182947,43.40876772,Tracina Dr,Encounter,8/13/2015,,Complete
-79.7007114,43.41234164,Woodhaven Park,Encounter,8/13/2015,,Complete
-79.70334552,43.40982783,Tracina Dr,Encounter,8/13/2015,,Complete
-79.70104576,43.40871716,1495 Shamrock Lane,Encounter,8/14/2015,,Complete
-79.69899493,43.40858082,Talbot Dr,Encounter,8/14/2015,,Complete
-79.74233327,43.38628333,Burloak and Great Lakes Blvd,Encounter,8/14/2015,,Complete
-79.71285495,43.40437414,Rebecca and Sunset,Encounter,8/15/2015,,Complete
-79.69775164,43.40740031,Warland Rd,Encounter,8/15/2015,,Complete
-79.70380888,43.4101642,260 Tracina Dr,Encounter,8/15/2015,,Complete
-79.69925516,43.40879372,Talbot Dr,Encounter,8/15/2015,,Complete
-79.70446155,43.40243856,2136 Salmon Rd,Encounter,8/15/2015,,Complete
-79.69833009,43.42489952,Willis Dr and Shaw,Encounter,8/16/2015,,Complete
-79.71892289,43.43920817,Pilgrims Way,Encounter,8/16/2015,,Complete
-79.71740381,43.39607242,Bronte Rd,Encounter,8/16/2015,,Complete
-79.70061652,43.407977,Tracina Dr,Encounter,8/17/2015,,Complete
-79.70646426,43.4102479,Rebecca St and Third Line,Encounter,8/17/2015,,Complete
-79.69982814,43.40926245,Talbot Dr,Encounter,8/17/2015,,Complete
-79.70045129,43.41212279,Woodhaven Park,Encounter,8/17/2015,,Complete
-79.70658208,43.41029758,Rebecca St and Third Line,Encounter,8/17/2015,,Complete
-79.69545603,43.40815572,1486 Trenton Rd,Encounter,8/18/2015,,Complete
-79.71736071,43.38417613,Chalmers and Lakeshore,Encounter,8/18/2015,,Complete
-79.7007418,43.41217332,Woodhaven Park,Encounter,8/19/2015,,Complete
-79.69552771,43.40708521,66 Walby,Encounter,8/19/2015,,Complete
-79.71431473,43.40812734,Sloane Dr and Stanfield,Encounter,8/18/2015,,Complete
-79.69643815,43.40666375,Venetia Dr,Encounter,8/20/2015,,Complete
-79.66444677,43.49432569,Kingsway Dr,Encounter,8/20/2015,,Complete
-79.69946596,43.40896617,Talbot Dr,Encounter,8/21/2015,,Complete
-79.6535221,43.4728097,Oakville Trafalgar High School,Encounter,12/22/2015,,Complete
-79.66151391,43.45213817,Lakeshore and Balsam,Encounter,12/22/2015,,Complete
-79.65367039,43.47981756,2110 Duncan Road,Encounter,12/22/2015,,Complete
-79.65578444,43.47317597,Devon and Durham,Encounter,12/22/2015,,Complete
-79.66726417,43.45492668,Moorecroft and Gloucester,Encounter,12/23/2015,,Complete
-79.65694661,43.47656062,1503 Briarwood Crescent,Encounter,12/23/2015,,Complete
-79.66891648,43.45102343,Palmer Avenue,Encounter,12/23/2015,,Complete
-79.65181758,43.47688761,Pinehurst and Devon,Encounter,12/23/2015,,Complete
-79.65848777,43.47371681,Duncan and Wedgewood,Encounter,12/23/2015,,Complete
-79.65735668,43.47933759,Maple Grove Mall,Encounter,12/23/2015,,Complete
-79.65671813,43.47841899,Maple Grove and Constance,Encounter,12/23/2015,,Complete
-79.65680951,43.47680488,1523 Briarwood Cres,Encounter,12/23/2015,,Complete
-79.64993751,43.47871125,2105 Devon Road,Encounter,12/23/2015,,Complete
-79.65224511,43.47488404,Maple Grove United Church,Encounter,12/23/2015,,Complete
-79.65927893,43.47570864,Constance and Bellwood,Encounter,12/23/2015,,Complete
-79.66236971,43.45315564,New Central Public School,Encounter,12/23/2015,,Complete
-79.77554432,43.4304966,Valley Ridge Park,Encounter,12/24/2015,,Complete
-79.65992696,43.45341342,Lakeshore and Howard,Encounter,12/24/2015,,Complete
-79.6682034,43.46077215,Chartwell and MacDonald,Encounter,12/24/2015,,Complete
-79.66622635,43.46586162,Morrison Heights Dr and Linbrook,Encounter,12/24/2015,,Complete
-79.64804763,43.48064695,Brookmill Road,Encounter,12/25/2015,,Complete
-79.64898436,43.48504184,Dunedin Road,Encounter,12/25/2015,,Complete
-79.66877088,43.45991075,Post Park,Encounter,12/25/2015,,Complete
-79.65595283,43.45710568,Lakeshore and Brentwood,Encounter,12/25/2015,,Complete
-79.64604424,43.48432281,Beechnut Forest Park,Encounter,12/26/2015,,Complete
-79.63606832,43.47941591,Annapolis Park,Encounter,12/26/2015,,Complete
-79.65817955,43.47950651,Maple Grove and Cornwall,Encounter,12/26/2015,,Complete
-79.63361942,43.48166694,Southeast Sports Field,Encounter,12/27/2015,,Complete
-79.64106601,43.4802162,Devon and Ford,Encounter,12/27/2015,,Complete
-79.64253201,43.48338497,352 Cairns Calley Court,Encounter,12/27/2015,,Complete
-79.64747091,43.47154287,204 Maple Grove,Encounter,12/27/2015,,Complete
-79.69048217,43.42142206,Tanglewood Court,Encounter,12/27/2015,,Complete
-79.65751734,43.47732781,Briarwood and Constance,Encounter,12/27/2015,,Complete
-79.64667157,43.48110058,Joshuas Creek and Constance,Encounter,12/28/2015,,Complete
-79.66967357,43.44972454,George's Square,Encounter,12/28/2015,,Complete
-79.65289315,43.46011817,Morrison and Lakeshore,Encounter,12/28/2015,,Complete
-79.65982223,43.47232427,1372 Duncan ,Encounter,12/28/2015,,Complete
-79.68643431,43.42815894,Appleby College,Encounter,12/28/2015,,Complete
-79.69740157,43.50806252,Dundas and Ninth Line,Encounter,12/29/2015,,Complete
-79.65584141,43.47778681,466 Maple Grove,Encounter,12/29/2015,,Complete
-79.65492394,43.47711491,Maple Grove and Duncan,Encounter,12/29/2015,,Complete
-79.68485989,43.43394416,Rebecca and Morden,Encounter,12/29/2015,,Complete
-79.64790863,43.48110396,Constance and Brookmill,Encounter,12/29/2015,,Complete
-79.71824599,43.37646192,South Shell Park,Encounter,12/29/2015,,Complete
-79.71714625,43.38701282,Cudmore Garden Centre,Encounter,12/29/2015,,Complete
-79.66285959,43.47433921,Cornwall Road,Encounter,12/29/2015,,Complete
-79.6566479,43.47244663,Wedgewood and Devon,Encounter,12/29/2015,,Complete
-79.65839688,43.47364287,Wedgewood and Duncan,Encounter,12/29/2015,,Complete
-79.71782812,43.38175012,Shell Park,Encounter,12/29/2015,,Complete
-79.7028294,43.40199943,Solingate and Lakeshore,Encounter,12/30/2015,,Complete
-79.65744417,43.47292028,Wedgewood and Amber Crescent,Encounter,12/30/2015,,Complete
-79.69087108,43.50414313,2330 Ninth Line,Encounter,12/30/2015,,Complete
-79.66258463,43.47284637,1331 Avon Crescent,Encounter,12/30/2015,,Complete
-79.65083807,43.47239716,Albion Avenue,Encounter,12/30/2015,,Complete
-79.65029959,43.46265898,Cairncroft and Lakeshore,Encounter,12/30/2015,,Complete
-79.64786832,43.46477706,Trelawn and Lakeshore,Encounter,12/30/2015,,Complete
-79.65211741,43.47487313,Maple Grove United Church,Encounter,12/30/2015,,Complete
-79.67291185,43.4548186,Allan Street,Encounter,12/30/2015,,Complete
-79.64865067,43.47929861,Devon and Brookmill,Encounter,12/31/2015,,Complete
-79.65334582,43.47601714,Devon and Maple Grove,Encounter,12/31/2015,,Complete
-79.64823514,43.47003052,Warren Drive,Encounter,12/31/2015,,Complete
-79.65372638,43.46454933,Cairncroft Road,Encounter,12/31/2015,,Complete
-79.70194892,43.40412932,Thornlea Drive,Encounter,12/31/2015,,Complete
-79.69783129,43.49451088,North Ridge Trail,Encounter,12/31/2015,,Complete
-79.65652351,43.47824397,Maple Grove and Constance,Encounter,12/31/2015,,Complete
-79.69748948,43.50841231,Dundas and Ninth Line,Encounter,1/1/2016,,Complete
-79.65478253,43.47355559,Oakville Trafalgar High School,Encounter,1/1/2016,,Complete
-79.65567418,43.472955,Devon and Wedgewood,Encounter,1/2/2016,,Complete
-79.66742972,43.44270965,King and Navy,Encounter,1/2/2016,,Complete
-79.6646496,43.44897274,Allan and Lakeshore,Encounter,1/2/2016,,Complete
-79.7020123,43.40256955,2101 Lakeshore West,Encounter,1/2/2016,,Complete
-79.66163388,43.45211068,Lakeshore and Balsam,Encounter,1/2/2016,,Complete
-79.66809423,43.4607046,Chartwell and MacDonald,Encounter,1/2/2016,,Complete
-79.69848567,43.40493962,Third Line and Lakeshore W,Encounter,1/2/2016,,Complete
-79.66195932,43.47052986,Drummond Road,Encounter,1/2/2016,,Complete
-79.65498984,43.46599531,241 Cairncroft Road,Encounter,1/2/2016,,Complete
-79.64322846,43.46869277,Lakeshore and Maple Grove,Encounter,1/2/2016,,Complete
-79.67931722,43.43531765,Lakeshore and Dorval,Encounter,1/2/2016,,Complete
-79.67021449,43.46225647,Maple and Chartwell,Encounter,1/3/2016,,Complete
-79.70080222,43.40338376,Lakeshore and Solingate,Encounter,1/3/2016,,Complete
-79.71784663,43.40004116,Rebecca and Jones,Encounter,1/3/2016,,Complete
-79.70662965,43.40732486,249 Snowden Road,Encounter,1/3/2016,,Complete
-79.71303968,43.40422122,Rebecca and Sunset,Encounter,1/4/2016,,Complete
-79.70878985,43.40788704,Rebecca and Sabel,Encounter,1/4/2016,,Complete
-79.69725175,43.40202491,2033 Water's Edge,Encounter,1/4/2016,,Complete
-79.65508812,43.47332267,Oakville Traflagar High School,Encounter,1/4/2016,,Complete
-79.72610202,43.43612627,1234 Old Colony Road,Encounter,1/5/2016,,Complete
-79.66320488,43.47403226,1334 Cornwall Road,Encounter,1/5/2016,,Complete
-79.72796698,43.44299945,1305 Barberry Green,Encounter,1/5/2016,,Complete
-79.71233313,43.43885045,Indian Ridge Trail,Encounter,1/5/2016,,Complete
-79.64814086,43.47202886,St Cuthbert's Anglican Church,Encounter,1/5/2016,,Complete
-79.66107656,43.4662148,Morrison and Sprucelea,Encounter,1/5/2016,,Complete
-79.68630932,43.41824293,109 Lisonally Court,Encounter,1/5/2016,,Complete
-79.65489697,43.47729381,Maple Grove and Duncan,Encounter,1/5/2016,,Complete
-79.7215973,43.37429215,Lakeshore and Stevenson,Encounter,1/6/2016,,Complete
-79.63820883,43.47358757,Lakeshore and Charnwood,Encounter,1/6/2016,,Complete
-79.66258251,43.47431849,Cornwall Road,Encounter,1/6/2016,,Complete
-79.64564133,43.47758205,Beechfield Road,Encounter,1/6/2016,,Complete
-79.65491031,43.47354099,OTHS and Devon,Encounter,1/6/2016,,Complete
-79.65377413,43.47299873,OTHS,Encounter,1/7/2016,,Complete
-79.69873643,43.40487872,Lakeshore and Third Line,Encounter,1/7/2016,,Complete
-79.65709227,43.46804562,Cairncroft/Cedarbrae,Encounter,1/7/2016,,Complete
-79.64795187,43.46136381,Glairloch Gardens,Encounter,1/7/2016,,Complete
-79.6560261,43.4742644,1470 Durham St,Encounter,1/7/2016,,Complete
-79.65014905,43.46777448,Wedgewood Drive,Encounter,1/7/2016,,Complete
-79.65511907,43.47725104,Ducan and Maple Grove,Encounter,1/7/2016,,Complete
-79.65266644,43.4725694,OTHS Track,Encounter,1/8/2016,,Complete
-79.70305808,43.40829341,Third Line/Hixon,Encounter,1/8/2016,,Complete
-79.63980218,43.47178931,2100 Lakeshore Road East,Encounter,1/8/2016,,Complete
-79.64174558,43.47641774,Charnwood and Elmhurst,Encounter,1/8/2016,,Complete
-79.6369536,43.47589329,All Saints Crescent,Encounter,1/8/2016,,Complete
-79.64325316,43.47495596,Elmhurst and Gatestone,Encounter,1/8/2016,,Complete
-79.6390653,43.47682742,Daffodil Court,Encounter,1/8/2016,,Complete
-79.64254391,43.475689,Beechfield and Elmhurst,Encounter,1/8/2016,,Complete
-79.65489292,43.47347999,OTHS,Encounter,1/8/2016,,Complete
-79.64312988,43.47699369,Ash Tree Way,Encounter,1/8/2016,,Complete
-79.69050751,43.42499927,Fourth Line and Rebecca,Encounter,1/8/2016,,Complete
-79.73958532,43.43544091,Glen Abbey ,Encounter,1/8/2016,,Complete
-79.67099,43.44446625,Oakville Library,Encounter,1/8/2016,,Complete
-79.64927857,43.46899821,Warren and Colchester,Encounter,1/9/2016,,Complete
-79.65463052,43.47358462,OTHS,Encounter,1/9/2016,,Complete
-79.6363906,43.47622739,Lakeshore and Ford,Encounter,1/9/2016,,Complete
-79.65840684,43.47370601,Duncan and Wedgewood,Encounter,1/9/2016,,Complete
-79.65447287,43.47101279,Albion Park,Encounter,1/9/2016,,Complete
-79.63874318,43.47748731,173 All Saints Cres,Encounter,1/9/2016,,Complete
-79.65402082,43.47436255,1490 Devon Road,Encounter,1/9/2016,,Complete
-79.6746398,43.43556973,22 Brookfield Road,Encounter,1/10/2016,,Complete
-79.71110469,43.40257481,Donovan Bailey Park Trail,Encounter,1/10/2016,,Complete
-79.65819597,43.47957684,Cornwall and Maple Grove,Encounter,1/10/2016,,Complete
-79.65328876,43.47602829,Maple Grove and Devon,Encounter,1/10/2016,,Complete
-79.65725791,43.47621454,Briarwood Cres,Encounter,1/10/2016,,Complete
-79.63570392,43.47583983,Lakeshore and Ford,Encounter,1/10/2016,,Complete
-79.65525608,43.47315591,OTHS,Encounter,1/10/2016,,Complete
-79.63300943,43.48131999,Southeast Sports Field,Encounter,1/10/2016,,Complete
-79.63820883,43.47358757,Lakeshore and Charnwood,Encounter,1/10/2016,,Complete
-79.6651997,43.45472461,194 Balsam Drive,Encounter,1/10/2016,,Complete
-79.68824793,43.42073776,193 Wilder Drive,Encounter,1/10/2016,,Complete
-79.65037754,43.46345837,Carmbridge Drive,Encounter,1/10/2016,,Complete
-79.64825098,43.46430802,Ennisclare Road E and Lakeshore E,Encounter,1/11/2016,,Complete
-79.63846491,43.47709427,All Saints Cres and Daffodil Crt,Encounter,1/11/2016,,Complete
-79.63890532,43.48431654,Deer Run Park,Encounter,1/11/2016,,Complete
-79.63570392,43.47583983,Lakeshore and Ford,Encounter,1/11/2016,,Complete
-79.69111165,43.46004568,Pearson and Leighland,Encounter,1/11/2016,,Complete
-79.65541409,43.47304036,OTHS,Encounter,1/12/2016,,Complete
-79.66449374,43.47068402,Baldwin Drive,Encounter,1/12/2016,,Complete
-79.65756808,43.46965308,Wedgewood Park,Encounter,1/12/2016,,Complete
-79.73390449,43.43469238,1336 Mapleridge Cres,Encounter,1/12/2016,,Complete
-79.66853872,43.45283642,Douglas Avenue,Encounter,1/12/2016,,Complete
-79.64735649,43.47153167,204 Maple Grove ,Encounter,1/12/2016,,Complete
-79.69288949,43.4582692,Kent and Leighland,Encounter,1/12/2016,,Complete
-79.64798487,43.48144924,Brookmill and Constance,Encounter,1/13/2016,,Complete
-79.66299894,43.47035743,Drummond Ave,Encounter,1/13/2016,,Complete
-79.67486743,43.43578314,Brookfield and Brookfield Cres,Encounter,1/13/2016,,Complete
-79.66898588,43.44747977,Randall and Dunn,Encounter,1/13/2016,,Complete
-79.71067739,43.43191253,Central Ops,Encounter,1/13/2016,,Complete
-79.6647392,43.45439266,194 Balsam,Encounter,1/13/2016,,Complete
-79.66012878,43.45058223,Raymar Place,Encounter,1/13/2016,,Complete
-79.64130341,43.47055363,2064 Lakeshore Road East,Encounter,1/13/2016,,Complete
-79.65018074,43.46252446,Lakeshore and Caircroft,Encounter,1/13/2016,,Complete
-79.65625847,43.4626238,Cleaver and Morrison,Encounter,1/13/2016,,Complete
-79.66715826,43.45089769,Sumner Avenue,Encounter,1/13/2016,,Complete
-79.67000009,43.44409682,Lakeshore and Navy,Encounter,1/13/2016,,Complete
